id,Main_Category,Is_Successful,Rounds,People,Days,Sub_Category,Content,Keywords,KG_Paths,Explanation
9800178,Civil,Unsuccessful,1,2,10,Sales & Lease,"The two parties concluded that [name] and [name] agreed to assist in the purchase and sale of real estate signed on November 13, 1990, and three [company] checks of the invoicer [name] were returned (check number AHU1826952, expiration date: December 30, 1995, Face value NT$20,000) (ticket number AHU1826953, expiration date June 30, 2006, face value NT$20,000) (ticket number AHU1826954, expiry date December 30, 2006, face value NT$20,000)","Real estate purchase and sale agreement, invoice, check, refunded check",ENTITY_Business and Lease->ENTITY_Civil (Property)->ENTITY_Debt->ENTITY_Instalment Repayment->CASE_10600828->OUTCOME_10600828_Established | ENTITY_Refund->ENTITY_Civil (Property)->ENTITY_Buy and Lease->ENTITY_Seller->CASE_9900298->OUTCOME_9900298_Established | ENTITY_Civil (Property)->ENTITY_Payment->CASE_9800209->CATEGORY_Emotional Dispute->CASE_9800251->OUTCOME_9800251_Establishment | ENTITY_Refund->ENTITY_Civil (Property)->ENTITY_Emotional Dispute->ENTITY_Damage Compensation->CASE_10500871->OUTCOME_10500871_Established | ENTITY_Sale and Lease->ENTITY_Civil (Property)->ENTITY_Mediation->ENTITY_Avoid meeting->CASE_10300154->OUTCOME_10300154_Established,"Since the two parties had disputes over the real estate purchase agreement and the use of invoices and checks, and the two parties had not reached a consensus on the installment repayment method, considering that there were no major emotional flaws between the two parties, the two parties showed sincerity and cooperation during the mediation process, and finally reached a settlement and the mediation was established."
9800179,Criminal,Successful,1,2,8,Injury,"On December 20, 1997, the two parties had an argument at the Sancun State House Management Office in Lane 200, Section 4, Ximen Road, North District, Tainan City, accusing each other of causing harm. According to the Prosecutor's Office of the Tainan District Court in Taiwan,",State House Management Office Details Arguments Mutual Accusations Injury District Court Prosecutor's Office,"ENTITY_Dispute->ENTITY_Mediation->CASE_10300395->CATEGORY_Infringement->CASE_10300101->OUTCOME_10300101_Established | ENTITY_Yilan District Court Prosecutor's Office->ENTITY_District Prosecutor's Referral->ENTITY_Investment->CASE_10600574->OUTCOME_10600574_Established | ENTITY_Injury->ENTITY_Civil (Property)->ENTITY_Mediation->ENTITY_Scuffle->CASE_10000739->OUTCOME_10000739_Established | ENTITY_Injury->ENTITY_Civil (Property)->ENTITY_Living Expenses->ENTITY_Support->CASE_10000477->OUTCOME_10000477_Established | ENTITY_Yilan District Court Prosecutor's Office->ENTITY_District Prosecutor's Referral->ENTITY_Sales and Leasing->ENTITY_Hai'an Road, Tainan City->CASE_9900256->OUTCOME_9900256_Established","This case was a dispute over a minor matter. The two parties accused each other of harming each other. The management committee intervened in the mediation. Because the management committee was in the middle of the coordination, both parties were willing to give in. In addition, the management committee had the authority to enforce enforcement, so the mediation was established."
9800180,Criminal,Unsuccessful,2,3,18,Traffic Accident,"At about 13:40 on September 2, 1997, [name] was riding a motorcycle with [license plate] and [name] was riding a motorcycle with [license plate]. A car accident occurred in front of No. 131, Section 5, Anhe Road, Annan District, Tainan City.",locomotive,ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10000049->OUTCOME_10000049_Established | ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10500942->OUTCOME_10500942_Established | ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10400634->OUTCOME_10400634_Established | ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10500171->OUTCOME_10500171_Established | ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10000325->OUTCOME_10000325_Established,"Since both parties had a high degree of consensus regarding compensation for motorcycle damage, and the plaintiff had already paid part of the costs in advance, mediation was established."
9800181,Civil,Successful,1,2,9,Relationship Dispute,"As the spouse of [name], his improper relationship with [name] affects the relationship between [name] and [name] as a couple.",Spouse's improper relationship affects husband and wife's relationship,ENTITY_Husband and wife->CASE_9800209->DETAIL_Civil (property)->CASE_9900067->CATEGORY_Trespass and theft->CASE_10400116->OUTCOME_10400116_Not established | CATEGORY_Emotional dispute->CASE_9800209->DETAIL_Civil (property)->CASE_10300490->OUTCOME_10300490_Not established | ENTITY_Spouse->ENTITY_Civil (Property)->ENTITY_Mediation->ENTITY_Assault->CASE_10100210->OUTCOME_10100210_Not established | ENTITY_Husband and wife->CASE_9800209->DETAIL_Civil (property)->CASE_10600170->OUTCOME_10600170_Not established | ENTITY_Husband and wife->CASE_9800209->DETAIL_Civil (property)->CASE_10300721->OUTCOME_10300721_Not established,"Due to the emotional discord and improper relationships between the husband and wife, the spouses' trust in the marriage has decreased, which has affected the relationship and quality of life between the husband and wife. Therefore, after considering the interests and social responsibilities of both parties, the mediation committee believes that mediation is not established."
9800182,Civil,Unsuccessful,1,2,9,Alimony,"The relationship between the two is husband and wife. The claimant [name] stated that he has no job and no income, and requires [name] to pay living expenses",Couple No job No income Living expenses,ENTITY_Support->ENTITY_Civil (property)->ENTITY_Living expenses->ENTITY_Support->CASE_10300560->OUTCOME_10300560_Not established | ENTITY_Husband and wife->CASE_9800209->DETAIL_Civil (property)->CASE_10400866->OUTCOME_10400866_Not established | ENTITY_Living expenses->ENTITY_Payment->ENTITY_Civil (property)->ENTITY_Loan->CASE_10300262->OUTCOME_10300262_Not established | ENTITY_Support->ENTITY_Civil (Property)->ENTITY_Business and Lease->ENTITY_Unpaid->CASE_10000637->OUTCOME_10000637_Not Established | ENTITY_Support->ENTITY_Civil (Property)->ENTITY_Neighbor House->ENTITY_Damage->CASE_10400206->OUTCOME_10400206_Not established,"In this case, neither husband nor wife has a job or income, and one party has to bear the living expenses. The two parties have disputes over the method and amount of payment. In addition, the relationship between the husband and wife is complicated, so the possibility of mediation is low."
9800183,Criminal,Unsuccessful,2,2,62,Traffic Accident,"At about 7:20 on November 19, 1997, [name] drove a private passenger car owned by [name] with [license plate] and [name] rode a motorcycle owned by [name] with [license plate] carrying [name], and a car accident occurred at the intersection of Lane 189, Section 1, Anzhong Road, Annan District, Tainan City, and Lane 136, Antong 2nd Street.",Private passenger car and motorcycle equipped with alley entrance,ENTITY_Motorcycle->ENTITY_Owned by the company->ENTITY_motorcycle->CASE_10100708->OUTCOME_10100708_Not established | ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10400121->OUTCOME_10400121_Established | ENTITY_Private passenger car->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10500907->OUTCOME_10500907_Established | ENTITY_Carrying->ENTITY_Owned by the company->ENTITY_Motorcycle->CASE_10500778->OUTCOME_10500778_Established | ENTITY_Car accident injury dispute->ENTITY_Company-owned->ENTITY_Private passenger car->CASE_9800542->OUTCOME_9800542_Established,"Since the two parties have little disagreement on the amount of compensation, and both parties are sincere in resolving the matter, it is inferred that this mediation will be successful."
9800184,Criminal,Unsuccessful,1,3,9,Traffic Accident,"At about 7:20 on July 26, 1997, [name] drove a private passenger car with [license plate] and [name] rode a private passenger car with [license plate] at an intersection near the entrance of RT-Mart in Tainan City.",Private passenger car entrance intersection,ENTITY_Car accident injury dispute->ENTITY_Company-owned->ENTITY_Motorcycle->CASE_10600200->OUTCOME_10600200_Established | ENTITY_Private passenger car->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10700049->OUTCOME_10700049_Established | ENTITY_Private passenger car->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10600602->OUTCOME_10600602_Established | ENTITY_Car accident injury dispute->ENTITY_Owned by the company->ENTITY_Carrying->CASE_10400193->OUTCOME_10400193_Established | ENTITY_Car accident injury dispute->ENTITY_Company owned->ENTITY_Injury->CASE_10300149->OUTCOME_10300149_Established,"Since the two parties have little disagreement on the amount of compensation, and the evidence at the accident scene is clear and both parties are responsible, the mediation committee believes that the possibility of mediation is high."
9800185,Civil,Unsuccessful,1,3,15,Labor Dispute,", the couple entrusted [name] to undertake the decoration of the building at No. 98 Baosheng East Road, Rende Township, Tainan County. After the completion of the project, the two parties arose a dispute over the decoration payment and wages.",Decoration payment salary dispute,ENTITY_Decoration falling off->ENTITY_Civil (property)->ENTITY_Infringement->ENTITY_Plaintiff->CASE_10600342->OUTCOME_10600342_Established | ENTITY_Decoration falling off->ENTITY_Civil (Property)->ENTITY_Infringement->ENTITY_Apology->CASE_10200790->OUTCOME_10200790_Established | ENTITY_Salary->ENTITY_District Prosecutor's Referral->ENTITY_Loan->CASE_10300417->OUTCOME_10300417_Established | ENTITY_Civil (Property)->ENTITY_Payment->ENTITY_Couple->ENTITY_Mediation->CASE_10000008->OUTCOME_10000008_Established | ENTITY_Dispute->ENTITY_Civil (Property)->ENTITY_Mediation->CASE_10100417->OUTCOME_10100417_Established,"Since the dispute between the two parties regarding the decoration payment mainly lies in the gap between the two parties' understanding of the decoration costs, and during the mediation process, both parties made concessions and compromises, so it can be expected that the possibility of mediation being established is relatively high."
9800186,Criminal,Successful,1,4,14,Traffic Accident,"At around 0:50 on February 7, 1998, [name] was riding a motorcycle with [license plate], carrying a third person [name], and [name] was driving a personal passenger car with [license plate], and a car accident occurred at the intersection of Section 3 and Lane 338 of Haian Road, North District, Tainan City, causing [name] to be physically injured.","Motorcycle carrying 3rd person, private passenger car, bodily injury",ENTITY_Body injury->ENTITY_Owned passenger car->ENTITY_Car damage->CASE_10300744->OUTCOME_10300744_Established | ENTITY_Owned passenger car->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10500620->OUTCOME_10500620_Established | ENTITY_bodily injury->ENTITY_owned by the company->ENTITY_private passenger car->CASE_10600788->OUTCOME_10600788_established | ENTITY_bodily injured->ENTITY_owned by the company->ENTITY_motorcycle->CASE_9900250->OUTCOME_9900250_established | ENTITY_Equipped->ENTITY_owned by the company->ENTITY_motorcycle->CASE_10400634->OUTCOME_10400634_established,"Since both the motorcycle and the passenger car were damaged and passengers were injured in the accident, and the two parties still dispute the amount of compensation, the possibility of mediation is high."
9800189,Criminal,Successful,2,4,18,Traffic Accident,"At about 8:20 on March 9, 1998, [Name] was riding a motorcycle owned by him [License Plate] and [Name] was driving a personal passenger car owned by [Name] [License Plate].",Locomotive and passenger car for personal use,ENTITY_Car accident injury dispute->ENTITY_Company-owned->ENTITY_Owned passenger car->CASE_10000633->OUTCOME_10000633_Not established | ENTITY_Owned passenger car->CASE_10100552->DETAIL_Car accident injury dispute->CASE_9900393->OUTCOME_9900393_Not established | ENTITY_Private passenger car->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10300318->OUTCOME_10300318_Established | ENTITY_Car accident injury dispute->ENTITY_Owned by the company->ENTITY_Motorcycle->CASE_9900041->OUTCOME_9900041_Not established | ENTITY_Private passenger car->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10400013->OUTCOME_10400013_Established,"Due to the large differences between the two parties regarding the amount of compensation, and the identification of ownership of the motorcycle, it was difficult for the mediation committee to reach a consensus, so it was deduced that this mediation would not be successful in the end."
9800190,Criminal,Successful,2,5,36,Traffic Accident,"At around 17:20 on January 14, 1998, [Name] was driving a personal passenger car owned by [License Plate] and [Name] was riding a motorcycle with [License Plate] carrying [Name], and a car accident occurred at the intersection of Bei'an Road and Beicheng Road, North District, Tainan City.",Private passenger car and motorcycle equipped with intersection,ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_9900073->OUTCOME_9900073_Established | ENTITY_Carrying->ENTITY_Company-owned->ENTITY_Private passenger car->CASE_10600815->OUTCOME_10600815_Established | ENTITY_Car accident injury dispute->ENTITY_Company-owned->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10600528->OUTCOME_10600528_Not established | ENTITY_Motorcycle->CASE_10100552->DETAIL_Car accident injury dispute->CASE_10300774->OUTCOME_10300774_Not established | ENTITY_Car accident injury dispute->ENTITY_Company-owned->ENTITY_Private passenger car->CASE_10000633->OUTCOME_10000633_Not established,"Due to the serious disagreement between the two parties regarding the attribution of their respective responsibilities and the amount of compensation during the car accident, and the difference in vehicle types between private passenger cars and motorcycles at intersections, it was difficult for the mediation committee to reach a consensus, so it was concluded that this mediation was not established."
